CENTRAL_PINCODE,WAREHOUSE_CODE,zone,Count
305.0,32.0,D,9
228.0,21.0,D,9
22.0,19.0,D,9
153.0,25.0,D,9
76.0,24.0,E,9
132.0,25.0,D,9
438.0,21.0,B,9
305.0,19.0,D,9
52.0,25.0,D,9
166.0,25.0,D,9
169.0,21.0,D,9
57.0,21.0,D,9
514.0,32.0,D,9
93.0,25.0,D,9
39.0,24.0,B,9
531.0,24.0,D,9
164.0,19.0,D,9
409.0,32.0,D,9
91.0,25.0,D,9
477.0,32.0,D,9
714.0,21.0,D,9
214.0,25.0,D,9
410.0,19.0,D,9
411.0,19.0,D,9
736.0,21.0,D,9
677.0,12.0,B,9
468.0,24.0,C,9
436.0,32.0,D,9
532.0,32.0,E,9
58.0,24.0,E,9
739.0,32.0,D,9
540.0,24.0,D,9
294.0,42.0,D,9
151.0,19.0,D,9
587.0,21.0,D,9
40.0,19.0,D,9
404.0,24.0,D,9
527.0,19.0,D,9
313.0,21.0,D,9
419.0,25.0,D,9
624.0,32.0,E,9
521.0,32.0,D,9
394.0,21.0,B,9
460.0,24.0,D,9
760.0,25.0,D,9
38.0,19.0,D,9
376.0,21.0,D,9
21.0,21.0,D,9
410.0,32.0,D,9
197.0,24.0,B,9
738.0,32.0,D,9
515.0,25.0,D,9
641.0,24.0,E,9
321.0,25.0,B,9
299.0,24.0,D,9
217.0,25.0,D,9
672.0,19.0,E,9
23.0,25.0,D,9
705.0,21.0,D,9
540.0,32.0,D,9
402.0,25.0,D,9
756.0,25.0,D,9
269.0,21.0,D,9
491.0,25.0,D,9
345.0,19.0,D,9
635.0,32.0,E,10
41.0,21.0,D,10
180.0,19.0,D,10
167.0,21.0,D,10
409.0,28.0,B,10
603.0,32.0,D,10
449.0,25.0,D,10
728.0,24.0,D,10
256.0,21.0,D,10
419.0,19.0,D,10
78.0,19.0,E,10
230.0,16.0,D,10
128.0,21.0,D,10
361.0,21.0,D,10
741.0,32.0,D,10
660.0,24.0,E,10
61.0,21.0,D,10
89.0,19.0,D,10
61.0,19.0,D,10
491.0,32.0,D,10
544.0,19.0,B,10
424.0,25.0,C,10
616.0,21.0,D,10
720.0,32.0,D,10
743.0,25.0,D,10
270.0,24.0,D,10
576.0,32.0,D,10
620.0,25.0,E,10
752.0,25.0,D,10
565.0,32.0,D,10
90.0,25.0,D,10
268.0,19.0,D,10
754.0,25.0,D,10
348.0,32.0,D,10
739.0,24.0,D,10
754.0,21.0,D,10
236.0,32.0,D,10
701.0,25.0,D,10
532.0,24.0,E,10
540.0,19.0,D,10
232.0,24.0,D,10
517.0,28.0,B,10
741.0,25.0,D,10
18.0,21.0,D,10
629.0,32.0,E,10
629.0,21.0,E,10
125.0,25.0,D,10
401.0,32.0,D,10
659.0,32.0,E,10
448.0,32.0,D,10
564.0,21.0,D,10
188.0,24.0,B,10
729.0,21.0,D,10
708.0,25.0,D,10
638.0,21.0,E,10
388.0,24.0,D,10
729.0,32.0,D,10
366.0,21.0,D,10
571.0,25.0,E,10
92.0,25.0,D,10
40.0,21.0,D,10
410.0,28.0,B,10
396.0,19.0,D,10
699.0,20.0,D,10
75.0,25.0,E,10
119.0,25.0,D,10
293.0,21.0,D,10
713.0,21.0,D,10
400.0,42.0,B,10
560.0,25.0,D,10
69.0,19.0,E,10
69.0,21.0,E,10
99.0,19.0,D,10
118.0,21.0,D,11
396.0,24.0,D,11
201.0,19.0,D,11
71.0,24.0,E,11
230.0,19.0,D,11
745.0,25.0,D,11
622.0,32.0,E,11
423.0,42.0,C,11
724.0,25.0,D,11
121.0,19.0,D,11
200.0,24.0,B,11
353.0,21.0,D,11
127.0,25.0,D,11
527.0,32.0,E,11
163.0,25.0,D,11
18.0,19.0,D,11
100.0,25.0,D,11
182.0,21.0,D,11
228.0,19.0,D,11
567.0,21.0,D,11
185.0,24.0,B,11
224.0,24.0,D,11
700.0,21.0,D,11
349.0,19.0,D,11
210.0,16.0,B,11
613.0,32.0,D,11
561.0,25.0,D,11
346.0,25.0,D,11
299.0,32.0,D,11
292.0,24.0,D,11
422.0,32.0,D,11
119.0,21.0,D,11
124.0,25.0,D,11
746.0,24.0,D,11
101.0,25.0,D,11
298.0,32.0,D,11
427.0,25.0,D,11
587.0,25.0,D,11
370.0,19.0,B,11
442.0,32.0,D,11
442.0,24.0,D,11
447.0,32.0,D,11
759.0,32.0,D,11
473.0,21.0,B,11
482.0,25.0,D,11
102.0,19.0,D,11
207.0,32.0,B,11
715.0,32.0,D,11
543.0,24.0,D,11
174.0,21.0,D,11
348.0,25.0,D,11
66.0,21.0,D,11
476.0,25.0,D,11
733.0,25.0,D,11
114.0,25.0,D,11
29.0,24.0,B,11
717.0,24.0,D,11
384.0,25.0,D,11
208.0,25.0,D,11
616.0,24.0,D,11
65.0,21.0,D,11
703.0,21.0,D,11
130.0,25.0,D,11
17.0,21.0,D,11
30.0,24.0,B,11
488.0,24.0,D,11
615.0,32.0,D,11
511.0,25.0,D,11
397.0,19.0,D,12
3.0,20.0,B,12
151.0,25.0,D,12
533.0,19.0,E,12
488.0,19.0,D,12
383.0,19.0,D,12
623.0,24.0,E,12
422.0,24.0,D,12
693.0,32.0,E,12
374.0,21.0,D,12
113.0,25.0,D,12
678.0,12.0,B,12
113.0,21.0,D,12
68.0,16.0,E,12
93.0,19.0,D,12
443.0,32.0,D,12
512.0,25.0,D,12
307.0,21.0,D,12
702.0,25.0,D,12
681.0,19.0,E,12
107.0,25.0,D,12
615.0,24.0,D,12
466.0,25.0,C,12
507.0,21.0,B,12
314.0,21.0,D,12
281.0,24.0,C,12
622.0,24.0,E,12
590.0,32.0,D,12
603.0,24.0,D,12
170.0,21.0,D,12
607.0,21.0,D,12
425.0,25.0,D,12
273.0,24.0,D,12
726.0,21.0,D,12
7.0,19.0,D,12
227.0,32.0,D,12
453.0,25.0,D,12
667.0,24.0,D,12
628.0,24.0,E,12
203.0,24.0,B,12
712.0,32.0,D,12
713.0,32.0,D,12
251.0,42.0,C,12
294.0,19.0,D,12
41.0,19.0,D,12
239.0,32.0,D,12
409.0,19.0,D,12
637.0,21.0,E,12
761.0,32.0,D,13
458.0,25.0,D,13
366.0,32.0,D,13
488.0,32.0,D,13
539.0,24.0,D,13
539.0,19.0,D,13
445.0,25.0,D,13
539.0,25.0,D,13
156.0,19.0,D,13
212.0,24.0,D,13
212.0,25.0,D,13
241.0,21.0,D,13
585.0,32.0,D,13
150.0,19.0,D,13
194.0,24.0,B,13
619.0,24.0,E,13
609.0,21.0,D,13
55.0,24.0,B,13
589.0,24.0,D,13
589.0,32.0,D,13
87.0,25.0,D,13
406.0,24.0,D,13
243.0,25.0,B,13
468.0,32.0,C,13
475.0,32.0,D,13
49.0,24.0,B,13
440.0,24.0,D,13
299.0,21.0,D,13
7.0,25.0,D,13
537.0,19.0,D,13
301.0,32.0,D,13
46.0,25.0,D,13
289.0,19.0,D,13
472.0,21.0,B,13
428.0,25.0,D,13
758.0,25.0,D,13
437.0,24.0,D,13
490.0,28.0,B,13
635.0,24.0,E,13
144.0,25.0,D,13
633.0,21.0,E,13
727.0,21.0,D,13
89.0,21.0,D,13
558.0,25.0,D,13
640.0,24.0,E,13
178.0,21.0,D,13
287.0,21.0,D,13
624.0,21.0,E,13
592.0,21.0,D,13
410.0,24.0,D,13
109.0,25.0,D,13
571.0,32.0,E,13
659.0,21.0,E,13
111.0,21.0,D,13
337.0,21.0,D,13
753.0,25.0,D,13
596.0,21.0,D,13
613.0,21.0,D,14
551.0,25.0,D,14
708.0,21.0,D,14
391.0,24.0,D,14
760.0,21.0,D,14
275.0,24.0,D,14
409.0,24.0,D,14
201.0,21.0,D,14
634.0,32.0,E,14
633.0,25.0,E,14
514.0,19.0,D,14
490.0,25.0,D,14
758.0,32.0,D,14
758.0,21.0,D,14
463.0,32.0,D,14
213.0,24.0,B,14
86.0,19.0,D,14
217.0,24.0,B,14
132.0,19.0,D,14
582.0,21.0,D,14
153.0,19.0,D,14
605.0,21.0,D,14
59.0,24.0,B,14
585.0,21.0,D,14
193.0,21.0,D,14
302.0,24.0,D,14
537.0,25.0,D,14
598.0,25.0,D,14
97.0,19.0,D,14
354.0,21.0,D,14
725.0,19.0,B,14
401.0,19.0,D,14
688.0,19.0,E,14
499.0,21.0,D,14
276.0,19.0,D,14
597.0,32.0,D,14
750.0,25.0,D,14
346.0,19.0,D,14
631.0,24.0,E,14
137.0,19.0,D,14
703.0,25.0,D,14
756.0,21.0,D,14
477.0,25.0,D,14
305.0,24.0,D,14
598.0,21.0,D,14
383.0,32.0,D,14
590.0,24.0,D,14
276.0,32.0,D,15
638.0,32.0,E,15
751.0,25.0,D,15
414.0,32.0,D,15
597.0,24.0,D,15
694.0,19.0,E,15
290.0,21.0,D,15
157.0,24.0,B,15
439.0,32.0,D,15
221.0,21.0,D,15
224.0,32.0,D,15
666.0,12.0,E,15
347.0,19.0,D,15
91.0,19.0,D,15
533.0,32.0,E,15
545.0,25.0,C,15
742.0,25.0,D,15
607.0,24.0,D,15
697.0,21.0,E,15
495.0,28.0,B,15
150.0,21.0,D,15
588.0,25.0,D,15
411.0,28.0,B,15
98.0,19.0,D,15
209.0,24.0,B,15
187.0,25.0,D,15
525.0,24.0,D,15
36.0,19.0,D,15
86.0,25.0,C,15
143.0,24.0,B,15
486.0,21.0,B,15
726.0,24.0,D,15
609.0,24.0,D,15
354.0,19.0,D,15
110.0,25.0,D,15
189.0,25.0,D,15
637.0,32.0,E,15
180.0,25.0,D,15
736.0,24.0,D,15
351.0,19.0,D,15
50.0,25.0,D,15
587.0,32.0,D,15
441.0,24.0,D,15
232.0,32.0,D,15
92.0,19.0,D,15
284.0,19.0,D,15
270.0,21.0,D,15
15.0,25.0,D,16
377.0,21.0,D,16
494.0,19.0,D,16
700.0,25.0,D,16
745.0,32.0,D,16
122.0,19.0,D,16
743.0,21.0,D,16
531.0,25.0,D,16
150.0,25.0,D,16
356.0,24.0,D,16
456.0,25.0,D,16
567.0,32.0,D,16
34.0,25.0,D,16
594.0,24.0,D,16
406.0,32.0,D,16
701.0,21.0,D,16
82.0,24.0,E,16
380.0,24.0,D,16
525.0,25.0,D,16
655.0,19.0,E,16
57.0,19.0,D,16
230.0,21.0,D,16
723.0,25.0,D,16
735.0,21.0,D,16
385.0,21.0,B,16
736.0,32.0,D,16
719.0,32.0,D,16
358.0,25.0,B,16
358.0,32.0,D,16
12.0,25.0,D,16
234.0,24.0,D,16
9.0,24.0,B,16
112.0,25.0,D,16
390.0,32.0,D,16
22.0,25.0,D,16
94.0,25.0,D,16
734.0,25.0,D,16
680.0,19.0,E,16
172.0,19.0,D,16
330.0,19.0,D,16
309.0,24.0,D,16
583.0,19.0,B,16
272.0,32.0,D,16
624.0,25.0,E,16
167.0,25.0,D,17
399.0,42.0,B,17
599.0,24.0,D,17
527.0,24.0,D,17
94.0,19.0,D,17
552.0,21.0,D,17
719.0,24.0,D,17
125.0,19.0,D,17
642.0,21.0,E,17
362.0,32.0,D,17
596.0,24.0,D,17
612.0,32.0,D,17
706.0,32.0,D,17
612.0,21.0,D,17
517.0,24.0,D,17
245.0,32.0,D,17
659.0,25.0,E,17
273.0,32.0,D,17
436.0,25.0,D,17
161.0,25.0,D,17
123.0,21.0,D,17
747.0,21.0,D,17
537.0,32.0,D,17
663.0,19.0,E,17
561.0,21.0,D,17
362.0,25.0,D,17
300.0,32.0,D,17
325.0,24.0,D,17
268.0,32.0,D,17
483.0,28.0,B,17
211.0,24.0,D,17
599.0,25.0,D,17
259.0,25.0,B,18
265.0,24.0,D,18
494.0,32.0,D,18
272.0,24.0,D,18
21.0,25.0,D,18
468.0,19.0,D,18
593.0,47.0,B,18
397.0,32.0,D,18
514.0,24.0,D,18
403.0,24.0,D,18
475.0,25.0,D,18
47.0,24.0,B,18
594.0,32.0,D,18
11.0,21.0,D,18
346.0,24.0,D,18
403.0,19.0,D,18
300.0,24.0,D,18
714.0,32.0,D,18
174.0,19.0,D,18
633.0,32.0,E,18
748.0,25.0,D,18
757.0,32.0,D,18
340.0,32.0,D,18
347.0,21.0,D,18
292.0,21.0,D,18
440.0,25.0,D,18
408.0,21.0,B,18
535.0,32.0,D,18
52.0,24.0,B,18
65.0,19.0,D,18
494.0,24.0,D,19
304.0,21.0,D,19
319.0,24.0,D,19
726.0,32.0,D,19
582.0,25.0,D,19
620.0,21.0,E,19
545.0,32.0,D,19
231.0,24.0,D,19
167.0,20.0,B,19
21.0,19.0,D,19
517.0,32.0,D,19
142.0,32.0,B,19
75.0,21.0,E,19
173.0,25.0,D,19
755.0,32.0,D,19
725.0,25.0,D,19
697.0,24.0,E,19
642.0,32.0,E,19
190.0,24.0,B,19
182.0,25.0,D,19
626.0,24.0,E,19
404.0,25.0,D,19
88.0,19.0,D,19
244.0,19.0,D,19
348.0,24.0,D,19
246.0,25.0,B,19
62.0,24.0,B,19
630.0,24.0,E,19
521.0,25.0,D,20
591.0,32.0,D,20
352.0,25.0,B,20
638.0,24.0,E,20
5.0,24.0,B,20
231.0,32.0,D,20
612.0,24.0,D,20
715.0,24.0,D,20
79.0,32.0,E,20
568.0,19.0,B,20
432.0,19.0,D,20
710.0,24.0,D,20
175.0,21.0,D,20
723.0,32.0,D,20
285.0,24.0,D,20
20.0,25.0,D,20
16.0,25.0,D,20
315.0,24.0,D,20
86.0,24.0,A,20
363.0,24.0,D,20
68.0,25.0,E,20
734.0,21.0,D,20
684.0,12.0,B,21
637.0,24.0,E,21
276.0,24.0,D,21
745.0,21.0,D,21
281.0,21.0,D,21
301.0,24.0,D,21
553.0,19.0,B,21
85.0,32.0,A,21
45.0,24.0,B,21
378.0,24.0,D,21
364.0,21.0,D,21
448.0,24.0,D,21
117.0,19.0,D,21
613.0,24.0,D,21
713.0,24.0,D,21
414.0,24.0,D,21
712.0,24.0,D,21
33.0,24.0,B,21
271.0,24.0,D,21
670.0,19.0,E,21
651.0,19.0,E,21
401.0,24.0,D,21
152.0,19.0,D,21
573.0,19.0,E,21
26.0,25.0,D,22
104.0,19.0,D,22
179.0,25.0,D,22
742.0,21.0,D,22
114.0,19.0,D,22
513.0,28.0,B,22
654.0,12.0,E,22
406.0,19.0,D,22
48.0,24.0,B,22
752.0,21.0,D,22
439.0,25.0,D,22
24.0,25.0,D,22
11.0,25.0,D,22
250.0,32.0,D,22
603.0,21.0,D,22
611.0,19.0,B,22
189.0,24.0,B,22
329.0,24.0,D,22
700.0,32.0,D,22
730.0,25.0,D,22
564.0,24.0,D,22
124.0,19.0,D,22
196.0,24.0,B,22
662.0,19.0,E,22
119.0,19.0,D,22
485.0,28.0,B,22
100.0,19.0,D,22
135.0,25.0,D,22
171.0,21.0,D,22
313.0,24.0,D,22
592.0,24.0,D,22
118.0,25.0,D,22
657.0,12.0,E,22
591.0,24.0,D,23
297.0,24.0,D,23
275.0,21.0,D,23
571.0,24.0,E,23
598.0,32.0,D,23
727.0,32.0,D,23
23.0,24.0,B,23
510.0,21.0,B,23
617.0,32.0,D,23
535.0,19.0,D,23
709.0,24.0,D,23
327.0,24.0,D,23
407.0,42.0,B,23
68.0,21.0,E,23
574.0,12.0,B,23
460.0,25.0,D,23
753.0,32.0,D,23
371.0,25.0,D,23
748.0,21.0,D,23
54.0,21.0,D,23
38.0,24.0,B,23
680.0,12.0,E,23
181.0,16.0,B,23
569.0,25.0,D,23
749.0,21.0,D,23
233.0,32.0,D,23
18.0,25.0,D,23
585.0,24.0,D,23
754.0,32.0,D,23
103.0,32.0,B,24
344.0,24.0,D,24
294.0,24.0,D,24
377.0,32.0,D,24
517.0,25.0,D,24
711.0,25.0,D,24
337.0,19.0,D,24
629.0,24.0,E,24
555.0,19.0,B,24
390.0,19.0,D,24
747.0,32.0,D,24
290.0,24.0,D,24
6.0,24.0,B,24
390.0,24.0,D,24
600.0,19.0,B,24
135.0,19.0,D,24
592.0,32.0,D,24
760.0,32.0,D,24
156.0,25.0,D,24
469.0,19.0,D,24
444.0,25.0,D,24
219.0,21.0,D,24
704.0,19.0,B,25
729.0,24.0,D,25
263.0,24.0,D,25
389.0,42.0,B,25
34.0,19.0,D,25
397.0,24.0,D,25
617.0,24.0,D,25
302.0,21.0,D,25
40.0,24.0,B,25
662.0,12.0,E,25
565.0,21.0,D,25
644.0,24.0,E,25
512.0,28.0,B,25
86.0,21.0,D,25
117.0,25.0,D,25
162.0,25.0,D,25
701.0,32.0,D,25
725.0,32.0,D,25
753.0,21.0,D,25
201.0,25.0,D,25
566.0,21.0,D,25
307.0,24.0,D,25
570.0,21.0,D,25
646.0,12.0,B,26
370.0,32.0,D,26
13.0,24.0,B,26
741.0,21.0,D,26
168.0,25.0,D,26
751.0,21.0,D,26
12.0,24.0,B,26
744.0,25.0,D,26
110.0,21.0,D,26
206.0,24.0,B,26
116.0,25.0,D,26
346.0,32.0,D,26
19.0,25.0,D,26
537.0,24.0,D,26
165.0,25.0,D,26
260.0,19.0,D,26
697.0,32.0,E,26
75.0,19.0,E,26
540.0,25.0,D,26
462.0,25.0,D,26
352.0,32.0,D,26
416.0,21.0,B,26
429.0,25.0,D,26
624.0,24.0,E,26
538.0,25.0,D,27
503.0,25.0,D,27
290.0,32.0,D,27
271.0,21.0,D,27
702.0,32.0,D,27
268.0,24.0,D,27
649.0,12.0,B,27
520.0,19.0,D,27
25.0,32.0,B,27
87.0,19.0,D,27
544.0,24.0,D,27
731.0,21.0,D,27
598.0,24.0,D,27
599.0,32.0,D,27
10.0,24.0,B,27
582.0,32.0,D,27
101.0,19.0,D,27
634.0,24.0,E,27
596.0,32.0,D,27
658.0,12.0,E,27
658.0,19.0,E,27
208.0,24.0,B,27
561.0,32.0,D,28
506.0,28.0,B,28
106.0,19.0,D,28
437.0,25.0,D,28
345.0,25.0,B,28
241.0,24.0,D,28
659.0,24.0,E,28
204.0,25.0,D,28
328.0,24.0,D,28
27.0,24.0,B,28
489.0,28.0,B,28
454.0,25.0,D,28
463.0,24.0,D,28
457.0,25.0,D,28
187.0,24.0,B,28
162.0,19.0,D,28
375.0,24.0,D,28
235.0,25.0,B,28
403.0,32.0,D,29
418.0,21.0,B,29
376.0,32.0,D,29
221.0,24.0,D,29
503.0,28.0,B,29
411.0,32.0,D,29
312.0,25.0,B,29
761.0,24.0,D,29
226.0,25.0,B,29
527.0,25.0,D,29
442.0,25.0,D,29
241.0,32.0,D,29
214.0,24.0,B,29
562.0,21.0,D,29
391.0,32.0,D,29
588.0,21.0,D,29
414.0,19.0,D,29
149.0,32.0,B,29
432.0,24.0,D,29
432.0,32.0,D,29
582.0,24.0,D,29
367.0,25.0,D,29
396.0,25.0,D,29
380.0,32.0,D,30
121.0,24.0,B,30
663.0,12.0,E,30
610.0,19.0,B,30
34.0,21.0,D,30
144.0,19.0,D,30
409.0,25.0,D,30
72.0,24.0,E,30
573.0,12.0,B,30
379.0,24.0,D,30
685.0,24.0,E,30
193.0,25.0,D,30
107.0,19.0,D,30
116.0,19.0,D,30
560.0,21.0,D,30
397.0,42.0,B,30
491.0,28.0,B,30
644.0,32.0,E,30
551.0,21.0,D,30
137.0,25.0,D,30
451.0,21.0,B,30
488.0,25.0,D,30
305.0,21.0,D,31
554.0,25.0,D,31
441.0,25.0,D,31
58.0,32.0,E,31
551.0,32.0,D,31
443.0,25.0,D,31
410.0,25.0,D,31
96.0,20.0,B,31
122.0,24.0,B,31
81.0,24.0,E,31
730.0,21.0,D,31
757.0,24.0,D,32
411.0,24.0,D,32
73.0,24.0,E,32
402.0,42.0,B,32
733.0,21.0,D,32
756.0,32.0,D,32
343.0,24.0,D,32
286.0,21.0,D,32
128.0,25.0,D,32
105.0,21.0,D,32
111.0,25.0,D,32
750.0,21.0,D,32
167.0,19.0,D,32
356.0,32.0,D,32
108.0,21.0,D,32
163.0,19.0,D,32
588.0,32.0,D,32
31.0,21.0,D,32
519.0,28.0,B,32
138.0,24.0,B,32
376.0,24.0,D,32
552.0,32.0,D,32
724.0,21.0,D,33
693.0,24.0,E,33
366.0,25.0,D,33
141.0,24.0,B,33
570.0,32.0,D,33
323.0,19.0,D,33
89.0,25.0,D,33
755.0,24.0,D,33
128.0,19.0,D,33
561.0,24.0,D,33
338.0,25.0,B,33
193.0,24.0,B,33
621.0,25.0,E,33
161.0,19.0,D,33
340.0,25.0,B,33
158.0,24.0,B,33
254.0,19.0,D,33
141.0,32.0,B,34
404.0,42.0,B,34
199.0,32.0,B,34
311.0,24.0,D,34
343.0,32.0,D,34
737.0,25.0,D,34
431.0,21.0,B,34
599.0,21.0,D,34
676.0,12.0,B,34
131.0,32.0,B,34
708.0,32.0,D,34
379.0,32.0,D,35
569.0,21.0,D,35
642.0,24.0,E,35
174.0,25.0,D,35
168.0,21.0,D,35
289.0,24.0,D,35
433.0,21.0,B,35
675.0,24.0,E,35
602.0,19.0,B,35
377.0,24.0,D,35
66.0,24.0,B,35
222.0,25.0,B,35
469.0,32.0,C,35
727.0,24.0,D,35
535.0,24.0,D,35
352.0,24.0,D,35
412.0,21.0,B,35
705.0,24.0,D,35
711.0,21.0,D,35
31.0,25.0,D,35
140.0,32.0,B,36
333.0,32.0,D,36
121.0,32.0,B,36
54.0,19.0,D,36
26.0,21.0,D,36
533.0,25.0,E,36
112.0,19.0,D,36
375.0,32.0,D,36
136.0,32.0,B,36
500.0,21.0,B,36
604.0,19.0,B,36
284.0,32.0,D,36
387.0,25.0,D,36
735.0,32.0,D,36
656.0,12.0,E,36
14.0,24.0,B,37
24.0,24.0,B,37
200.0,32.0,B,37
244.0,21.0,D,37
498.0,25.0,D,37
197.0,32.0,B,37
26.0,19.0,D,37
273.0,21.0,D,37
633.0,24.0,E,37
96.0,21.0,D,37
752.0,32.0,D,37
465.0,21.0,B,37
372.0,25.0,D,37
744.0,21.0,D,37
286.0,32.0,D,37
383.0,24.0,D,37
143.0,24.0,B,37
318.0,32.0,D,37
469.0,24.0,D,37
310.0,19.0,D,37
242.0,25.0,B,37
351.0,25.0,D,38
301.0,21.0,D,38
714.0,24.0,D,38
656.0,19.0,E,38
286.0,24.0,D,38
560.0,32.0,D,38
476.0,28.0,B,38
177.0,32.0,B,38
703.0,32.0,D,38
422.0,21.0,B,38
530.0,21.0,E,38
618.0,19.0,B,38
134.0,24.0,D,38
88.0,25.0,D,38
372.0,32.0,D,39
289.0,32.0,D,39
311.0,32.0,D,39
754.0,24.0,D,39
64.0,24.0,B,39
50.0,24.0,B,39
118.0,19.0,D,39
620.0,32.0,E,39
688.0,12.0,B,39
614.0,19.0,B,39
265.0,32.0,D,40
552.0,24.0,D,40
307.0,32.0,D,40
120.0,32.0,B,40
218.0,32.0,B,40
419.0,21.0,B,40
212.0,16.0,B,40
545.0,21.0,D,40
123.0,25.0,D,40
735.0,24.0,D,40
558.0,21.0,D,40
140.0,32.0,B,40
375.0,25.0,D,40
331.0,32.0,D,40
260.0,32.0,D,40
693.0,21.0,E,40
558.0,32.0,D,41
467.0,21.0,D,41
284.0,24.0,D,41
188.0,32.0,B,41
325.0,32.0,D,41
174.0,20.0,B,41
300.0,21.0,D,41
166.0,19.0,D,41
532.0,25.0,E,41
4.0,32.0,B,42
314.0,24.0,D,42
548.0,25.0,D,42
109.0,19.0,D,42
181.0,24.0,B,42
724.0,32.0,D,42
371.0,21.0,D,42
361.0,32.0,D,42
139.0,21.0,D,42
569.0,32.0,D,42
202.0,32.0,B,42
388.0,21.0,B,43
86.0,32.0,A,43
465.0,28.0,A,43
22.0,24.0,B,43
336.0,25.0,D,43
706.0,24.0,D,43
17.0,25.0,D,43
742.0,32.0,D,43
468.0,25.0,C,43
355.0,32.0,D,43
378.0,25.0,D,43
43.0,24.0,D,43
391.0,25.0,D,43
175.0,25.0,D,43
86.0,19.0,D,44
195.0,24.0,B,44
387.0,21.0,B,44
562.0,32.0,D,44
345.0,32.0,D,44
31.0,19.0,D,44
625.0,19.0,E,44
175.0,19.0,D,44
122.0,32.0,B,44
627.0,19.0,E,44
758.0,24.0,D,45
359.0,32.0,D,45
734.0,24.0,D,45
263.0,32.0,D,45
566.0,32.0,D,45
297.0,19.0,D,45
219.0,24.0,D,45
415.0,32.0,D,45
228.0,24.0,D,45
582.0,21.0,D,45
331.0,25.0,D,45
487.0,28.0,B,45
675.0,19.0,E,45
54.0,25.0,D,45
708.0,24.0,D,46
546.0,25.0,D,46
380.0,25.0,D,46
418.0,42.0,B,46
653.0,19.0,E,46
700.0,24.0,D,46
406.0,25.0,D,46
554.0,21.0,D,46
68.0,19.0,E,47
514.0,25.0,D,47
340.0,24.0,D,47
363.0,25.0,D,47
139.0,25.0,D,47
374.0,24.0,D,47
751.0,32.0,D,47
294.0,21.0,D,47
178.0,25.0,D,47
315.0,32.0,D,47
198.0,16.0,B,47
698.0,19.0,E,47
734.0,32.0,D,47
651.0,12.0,E,48
574.0,19.0,E,48
203.0,32.0,B,48
134.0,32.0,B,48
551.0,24.0,D,48
43.0,32.0,B,48
207.0,16.0,B,48
268.0,21.0,D,48
673.0,19.0,E,48
359.0,25.0,B,48
335.0,32.0,D,48
611.0,47.0,B,49
194.0,32.0,B,49
185.0,32.0,B,49
760.0,24.0,D,49
711.0,32.0,D,49
744.0,32.0,D,49
335.0,25.0,B,49
731.0,32.0,D,49
362.0,19.0,B,49
358.0,24.0,D,50
61.0,24.0,B,50
397.0,25.0,D,50
46.0,24.0,B,50
166.0,32.0,B,50
614.0,47.0,B,50
69.0,24.0,E,50
108.0,25.0,D,50
584.0,25.0,D,51
304.0,24.0,D,51
353.0,19.0,D,51
102.0,32.0,B,51
339.0,25.0,D,51
401.0,25.0,D,51
361.0,24.0,D,51
