WAREHOUSE_CODE,CENTRAL_PINCODE,DELIVERY_PARTNERS_CODE,Count
24.0,714.0,9,16
24.0,715.0,9,19
24.0,717.0,9,12
24.0,718.0,9,6
24.0,719.0,9,21
24.0,720.0,9,10
24.0,721.0,10,21
24.0,722.0,9,47
24.0,723.0,9,17
24.0,724.0,9,36
24.0,725.0,9,31
24.0,726.0,9,21
24.0,727.0,9,16
24.0,728.0,9,12
24.0,729.0,9,26
24.0,730.0,9,63
24.0,731.0,9,61
24.0,732.0,9,8
24.0,733.0,9,48
24.0,734.0,9,49
24.0,735.0,9,17
24.0,736.0,9,9
24.0,737.0,9,87
24.0,738.0,9,14
24.0,739.0,9,7
24.0,740.0,9,7
24.0,741.0,9,54
24.0,742.0,9,18
24.0,743.0,9,21
24.0,744.0,9,105
24.0,745.0,9,27
24.0,746.0,9,3
24.0,747.0,9,22
24.0,748.0,9,67
24.0,749.0,9,25
24.0,750.0,9,43
24.0,751.0,9,32
24.0,752.0,9,64
24.0,753.0,9,33
24.0,754.0,9,16
24.0,755.0,9,13
24.0,756.0,9,30
24.0,757.0,9,28
24.0,758.0,9,36
24.0,759.0,9,17
24.0,760.0,12,15
24.0,761.0,9,11
25.0,0.0,9,1314
25.0,2.0,9,183
25.0,3.0,9,540
25.0,5.0,9,4
25.0,6.0,9,2
25.0,7.0,10,9
25.0,9.0,9,10
25.0,10.0,9,8
25.0,11.0,10,25
25.0,12.0,9,11
25.0,13.0,9,12
25.0,14.0,9,17
25.0,15.0,9,15
25.0,16.0,9,26
25.0,17.0,10,38
25.0,18.0,12,15
25.0,19.0,9,33
25.0,20.0,9,34
25.0,21.0,9,18
25.0,22.0,9,13
25.0,23.0,9,12
25.0,24.0,9,14
25.0,25.0,10,1
25.0,26.0,9,35
25.0,27.0,9,19
25.0,28.0,9,1
25.0,29.0,9,4
25.0,30.0,9,4
25.0,31.0,9,57
25.0,33.0,9,4
25.0,34.0,9,17
25.0,35.0,9,5
25.0,36.0,9,11
25.0,38.0,9,9
25.0,39.0,9,2
25.0,40.0,9,3
25.0,41.0,9,21
25.0,43.0,9,2
25.0,45.0,9,12
25.0,46.0,9,18
25.0,47.0,9,4
25.0,48.0,9,3
25.0,49.0,9,1
25.0,50.0,9,14
25.0,51.0,9,4
25.0,52.0,9,16
25.0,54.0,9,45
25.0,55.0,9,2
25.0,56.0,9,4
25.0,57.0,12,5
25.0,58.0,6,1
25.0,59.0,9,4
25.0,61.0,9,9
25.0,62.0,12,4
25.0,63.0,9,5
25.0,64.0,9,5
25.0,65.0,9,7
25.0,66.0,10,7
25.0,67.0,12,2
25.0,68.0,9,30
25.0,69.0,9,3
25.0,71.0,10,1
25.0,72.0,9,1
25.0,73.0,12,1
25.0,75.0,9,5
25.0,76.0,9,6
25.0,78.0,9,2
25.0,80.0,9,1
25.0,81.0,9,6
25.0,82.0,9,2
25.0,84.0,9,320
25.0,85.0,9,497
25.0,86.0,9,88
25.0,87.0,9,39
25.0,88.0,10,34
25.0,89.0,9,26
25.0,90.0,9,7
25.0,91.0,9,14
25.0,92.0,9,16
25.0,93.0,9,13
25.0,94.0,9,13
25.0,95.0,9,5
25.0,96.0,9,28
25.0,97.0,9,6
25.0,98.0,9,11
25.0,99.0,9,10
25.0,100.0,9,11
25.0,101.0,9,14
25.0,102.0,9,4
25.0,103.0,9,1
25.0,105.0,9,21
25.0,106.0,9,2
25.0,107.0,9,9
25.0,108.0,9,30
25.0,109.0,9,6
25.0,110.0,9,10
25.0,111.0,9,15
25.0,112.0,9,9
25.0,113.0,9,8
25.0,114.0,9,3
25.0,115.0,9,99
25.0,116.0,10,4
25.0,117.0,9,6
25.0,118.0,9,6
25.0,119.0,10,4
25.0,120.0,9,3
25.0,122.0,9,4
25.0,123.0,9,17
25.0,124.0,9,5
25.0,125.0,9,9
25.0,127.0,9,3
25.0,128.0,9,18
25.0,129.0,9,4
25.0,130.0,9,11
25.0,131.0,9,5
25.0,132.0,9,9
25.0,135.0,9,23
25.0,136.0,9,3
25.0,137.0,9,35
25.0,138.0,10,11
25.0,139.0,9,36
25.0,140.0,10,5
25.0,141.0,10,9
25.0,142.0,9,1
25.0,143.0,10,15
25.0,144.0,9,13
25.0,148.0,9,8
25.0,149.0,9,2
25.0,150.0,9,21
25.0,151.0,9,5
25.0,152.0,9,17
25.0,153.0,9,4
25.0,154.0,12,1
25.0,156.0,10,13
25.0,157.0,10,16
25.0,158.0,9,2
25.0,160.0,12,2
25.0,161.0,10,4
25.0,162.0,9,5
25.0,163.0,9,8
25.0,164.0,9,1
25.0,165.0,9,7
25.0,166.0,9,1
25.0,167.0,9,5
25.0,168.0,9,7
25.0,169.0,9,6
25.0,170.0,10,4
25.0,171.0,9,3
25.0,172.0,9,9
25.0,173.0,9,9
25.0,174.0,9,29
25.0,175.0,10,22
25.0,176.0,10,5
25.0,177.0,9,3
25.0,178.0,9,34
25.0,179.0,9,12
25.0,180.0,9,22
25.0,181.0,10,2
25.0,182.0,9,18
25.0,183.0,10,1
25.0,184.0,9,100
25.0,185.0,9,2
25.0,186.0,10,2
25.0,187.0,9,18
25.0,188.0,10,2
25.0,189.0,9,6
25.0,190.0,9,8
25.0,193.0,9,22
25.0,194.0,9,9
25.0,195.0,9,4
25.0,196.0,10,4
25.0,197.0,9,7
25.0,198.0,10,1
25.0,199.0,6,2
25.0,200.0,10,4
25.0,201.0,9,14
25.0,202.0,9,2
25.0,203.0,9,2
25.0,204.0,9,12
25.0,205.0,9,3
25.0,206.0,9,7
25.0,208.0,9,11
25.0,209.0,9,6
25.0,210.0,9,4
25.0,211.0,10,4
25.0,212.0,9,4
25.0,213.0,12,5
25.0,214.0,10,3
25.0,216.0,9,13
25.0,217.0,9,10
25.0,218.0,9,5
25.0,219.0,10,2382
25.0,221.0,9,1643
25.0,222.0,9,121
25.0,224.0,9,667
25.0,226.0,9,162
25.0,227.0,9,460
25.0,228.0,9,1951
25.0,229.0,9,4885
25.0,230.0,9,3138
25.0,231.0,9,1185
25.0,232.0,9,955
25.0,233.0,9,680
25.0,234.0,9,897
25.0,235.0,10,59
25.0,236.0,9,438
25.0,238.0,9,516
25.0,239.0,9,599
25.0,241.0,9,1359
25.0,242.0,9,145
25.0,243.0,9,58
25.0,244.0,9,3724
25.0,245.0,9,1364
25.0,246.0,9,80
25.0,247.0,9,872
25.0,248.0,9,597
25.0,250.0,9,845
25.0,251.0,1,468849
25.0,253.0,1,120830
25.0,254.0,1,46473
25.0,256.0,9,676
25.0,257.0,10,370
25.0,258.0,9,553
25.0,259.0,9,61
25.0,260.0,9,7628
25.0,262.0,12,2
25.0,263.0,9,2742
25.0,264.0,10,9
25.0,265.0,12,2200
25.0,266.0,9,529
25.0,267.0,1,175033
25.0,268.0,9,3085
25.0,269.0,9,368
25.0,270.0,9,1459
25.0,271.0,10,1500
25.0,272.0,9,4633
25.0,273.0,9,2878
25.0,274.0,9,347
25.0,275.0,9,3167
25.0,276.0,9,5956
25.0,277.0,10,523
25.0,280.0,9,4
25.0,281.0,10,949
25.0,282.0,10,291
25.0,284.0,9,4540
25.0,285.0,9,1400
25.0,286.0,9,4466
25.0,287.0,10,550
25.0,288.0,9,1231
25.0,289.0,10,3646
25.0,290.0,12,1057
25.0,292.0,9,984
25.0,293.0,9,456
25.0,294.0,12,1240
25.0,296.0,9,422
25.0,297.0,10,834
25.0,298.0,10,610
25.0,299.0,9,1224
25.0,300.0,9,1992
25.0,301.0,9,2884
25.0,302.0,9,1350
25.0,303.0,9,1072
25.0,304.0,10,2492
25.0,305.0,9,2081
25.0,306.0,12,24
25.0,307.0,9,2002
25.0,309.0,9,241
25.0,310.0,9,9745
25.0,311.0,9,704
25.0,312.0,9,71
25.0,313.0,9,1281
25.0,314.0,9,1963
25.0,315.0,10,605
25.0,316.0,9,667
25.0,317.0,9,587
25.0,318.0,9,349
25.0,319.0,9,899
25.0,320.0,9,1101
25.0,321.0,9,59
25.0,322.0,9,10
25.0,323.0,9,5279
25.0,324.0,12,271
25.0,325.0,9,402
25.0,326.0,9,38
25.0,327.0,9,543
25.0,328.0,9,1391
25.0,329.0,9,895
25.0,330.0,10,843
25.0,331.0,12,304
25.0,332.0,9,1354
25.0,333.0,9,636
25.0,334.0,9,604
25.0,335.0,9,516
25.0,336.0,9,346
25.0,337.0,10,1755
25.0,338.0,9,272
25.0,339.0,9,267
25.0,340.0,9,216
25.0,341.0,9,420
25.0,343.0,9,772
25.0,344.0,9,925
25.0,345.0,9,394
25.0,346.0,9,56
25.0,347.0,10,873
25.0,348.0,10,76
25.0,349.0,12,520
25.0,350.0,10,580
25.0,351.0,9,418
25.0,352.0,9,218
25.0,353.0,9,2250
25.0,354.0,9,1862
25.0,355.0,9,1099
25.0,356.0,9,364
25.0,357.0,10,469
25.0,358.0,9,232
25.0,359.0,9,467
25.0,361.0,9,1354
25.0,362.0,9,143
25.0,363.0,9,313
25.0,364.0,9,3348
25.0,365.0,9,38
25.0,366.0,9,332
25.0,367.0,9,263
25.0,368.0,12,3
25.0,370.0,9,521
25.0,371.0,9,235
25.0,372.0,9,397
25.0,373.0,9,121
25.0,374.0,9,1226
25.0,375.0,9,400
25.0,376.0,9,585
25.0,377.0,9,1008
25.0,378.0,9,224
25.0,379.0,9,1096
25.0,380.0,9,540
25.0,381.0,10,250
25.0,382.0,9,6
25.0,383.0,10,70
25.0,384.0,12,6
25.0,386.0,12,64
25.0,387.0,9,24
25.0,388.0,9,17
25.0,390.0,9,47
25.0,391.0,9,38
25.0,394.0,9,1
25.0,396.0,9,17
25.0,397.0,9,74
25.0,399.0,9,6
25.0,400.0,10,2
25.0,401.0,9,56
25.0,402.0,10,7
25.0,403.0,9,83
25.0,404.0,9,14
25.0,406.0,9,37
25.0,408.0,9,8
25.0,409.0,9,22
25.0,410.0,9,32
25.0,411.0,9,71
25.0,412.0,9,12
25.0,414.0,9,60
25.0,415.0,9,33
25.0,416.0,9,1
25.0,418.0,9,1
25.0,419.0,9,11
25.0,422.0,9,3
25.0,423.0,9,655
25.0,424.0,9,12
25.0,425.0,9,22
25.0,426.0,6,7
25.0,427.0,9,16
25.0,428.0,9,13
25.0,429.0,9,28
25.0,430.0,9,12
25.0,431.0,9,3
25.0,432.0,9,77
25.0,433.0,10,1
25.0,434.0,9,10
25.0,435.0,9,4
25.0,436.0,9,15
25.0,437.0,9,35
25.0,438.0,9,1
25.0,439.0,9,34
25.0,440.0,9,23
25.0,441.0,9,15
25.0,442.0,9,40
25.0,443.0,9,23
25.0,444.0,9,24
25.0,445.0,9,30
25.0,446.0,9,1
25.0,447.0,9,16
25.0,448.0,9,59
25.0,449.0,9,22
25.0,450.0,9,5
25.0,451.0,9,3
25.0,453.0,9,8
25.0,454.0,9,28
25.0,456.0,9,6
25.0,457.0,9,20
25.0,458.0,10,3
25.0,460.0,9,23
25.0,461.0,9,342
25.0,462.0,9,27
25.0,463.0,9,646
25.0,464.0,9,105
25.0,465.0,9,10
25.0,466.0,9,21
25.0,467.0,9,3
25.0,468.0,9,59
25.0,469.0,9,128
25.0,473.0,9,2
25.0,475.0,9,23
25.0,476.0,9,22
25.0,477.0,9,18
25.0,479.0,9,6
25.0,480.0,9,5
25.0,482.0,9,12
25.0,484.0,10,1
25.0,487.0,9,4
25.0,488.0,9,21
25.0,489.0,9,6
25.0,490.0,9,6
25.0,491.0,9,10
25.0,494.0,9,40
25.0,495.0,9,12
25.0,498.0,9,14
25.0,499.0,9,1
25.0,500.0,10,4
25.0,503.0,9,13
25.0,507.0,9,2
25.0,510.0,10,1
25.0,511.0,9,18
25.0,512.0,9,5
25.0,513.0,9,3
25.0,514.0,10,45
25.0,515.0,9,8
25.0,517.0,9,31
25.0,518.0,9,2
25.0,519.0,9,4
25.0,520.0,9,229
25.0,521.0,9,20
25.0,523.0,9,5
25.0,524.0,9,5
25.0,525.0,9,5
25.0,527.0,9,9
25.0,529.0,12,4
25.0,531.0,9,13
25.0,532.0,10,19
25.0,533.0,9,18
25.0,534.0,9,4
25.0,535.0,9,26
25.0,536.0,6,8
25.0,537.0,6,9
25.0,538.0,9,23
25.0,539.0,9,11
25.0,540.0,9,11
25.0,542.0,9,235
25.0,543.0,9,2
25.0,544.0,9,5
25.0,545.0,9,7
25.0,546.0,9,26
25.0,548.0,9,21
25.0,551.0,9,7
25.0,552.0,9,3
25.0,554.0,9,24
25.0,558.0,9,8
25.0,560.0,9,8
25.0,561.0,9,4
25.0,562.0,9,10
25.0,564.0,10,1
25.0,565.0,9,6
25.0,566.0,9,9
25.0,567.0,9,4
25.0,568.0,9,2
25.0,569.0,9,16
25.0,570.0,9,2
25.0,571.0,9,2
25.0,575.0,9,1
25.0,576.0,9,2
25.0,577.0,9,113
25.0,579.0,8,3
25.0,580.0,10,1
25.0,581.0,12,4
25.0,582.0,12,13
25.0,584.0,9,32
25.0,585.0,9,3
25.0,587.0,9,5
25.0,588.0,9,9
25.0,589.0,9,3
25.0,590.0,10,2
25.0,591.0,9,1
25.0,592.0,9,2
25.0,594.0,9,4
25.0,596.0,9,3
25.0,597.0,9,3
25.0,598.0,10,4
25.0,599.0,9,15
25.0,600.0,9,2
25.0,602.0,12,2
25.0,603.0,9,2
25.0,604.0,9,1
25.0,605.0,10,3
25.0,607.0,9,2
25.0,609.0,9,4
25.0,612.0,9,3
25.0,613.0,9,3
25.0,615.0,9,3
25.0,616.0,10,2
25.0,617.0,9,7
25.0,618.0,9,1
25.0,620.0,9,15
25.0,621.0,10,27
25.0,622.0,6,8
25.0,623.0,9,3
25.0,624.0,9,2
25.0,626.0,9,3
25.0,628.0,9,2
25.0,629.0,8,1
25.0,630.0,9,2
25.0,631.0,10,3
25.0,633.0,9,8
25.0,634.0,9,3
25.0,635.0,9,1
25.0,637.0,10,6
25.0,638.0,9,8
25.0,640.0,9,2
25.0,642.0,9,4
25.0,644.0,9,2
25.0,646.0,12,1
25.0,652.0,9,2
25.0,653.0,9,1
25.0,654.0,6,1
25.0,657.0,6,1
25.0,658.0,12,1
25.0,659.0,6,2
25.0,660.0,10,1
25.0,662.0,12,1
25.0,663.0,12,1
25.0,667.0,10,2
25.0,675.0,9,1
25.0,676.0,6,1
25.0,680.0,12,2
25.0,685.0,10,1
25.0,692.0,12,1
25.0,693.0,9,7
25.0,695.0,10,5
25.0,696.0,12,1
25.0,697.0,12,2
25.0,699.0,9,36
25.0,700.0,9,11
25.0,701.0,9,6
25.0,702.0,9,11
25.0,703.0,9,5
25.0,705.0,9,2
25.0,706.0,10,5
25.0,707.0,10,1
25.0,708.0,9,11
25.0,709.0,9,5
25.0,711.0,9,7
25.0,712.0,9,3
25.0,713.0,10,1
25.0,714.0,10,5
25.0,715.0,9,3
25.0,717.0,9,1
25.0,718.0,9,3
25.0,719.0,9,2
25.0,720.0,9,8
25.0,721.0,9,8
25.0,722.0,9,2
25.0,723.0,9,5
25.0,724.0,10,11
25.0,725.0,9,11
25.0,726.0,9,4
25.0,727.0,10,2
25.0,728.0,9,1
25.0,729.0,9,1
25.0,730.0,9,21
25.0,731.0,9,5
25.0,732.0,9,2
25.0,733.0,9,17
25.0,734.0,9,5
25.0,735.0,9,6
25.0,736.0,9,2
25.0,737.0,9,17
25.0,738.0,9,4
25.0,739.0,9,1
25.0,740.0,9,1
25.0,741.0,9,7
25.0,742.0,9,3
25.0,743.0,9,7
25.0,744.0,9,18
25.0,745.0,9,5
25.0,747.0,9,7
25.0,748.0,9,5
25.0,749.0,9,7
25.0,750.0,9,12
25.0,751.0,9,11
25.0,752.0,9,3
25.0,753.0,9,5
25.0,754.0,9,2
25.0,755.0,9,3
25.0,756.0,9,4
25.0,757.0,9,2
25.0,758.0,9,7
25.0,759.0,9,2
25.0,760.0,12,7
25.0,761.0,9,1
26.0,0.0,1,885
27.0,3.0,1,4310
28.0,0.0,8,17
28.0,2.0,9,1
28.0,3.0,8,3
28.0,11.0,10,1
28.0,26.0,9,1
28.0,31.0,8,1
28.0,65.0,8,1
28.0,67.0,10,4
28.0,68.0,8,3
28.0,69.0,8,1
28.0,72.0,9,1
28.0,75.0,8,1
28.0,76.0,11,2
28.0,78.0,4,1
28.0,80.0,4,1
28.0,81.0,8,1
28.0,84.0,8,3
28.0,85.0,8,6
28.0,86.0,9,3
28.0,88.0,8,1
28.0,89.0,8,1
28.0,94.0,10,1
28.0,105.0,9,1
28.0,108.0,9,4
28.0,112.0,9,1
28.0,115.0,11,2
28.0,119.0,7,1
28.0,121.0,9,1
28.0,125.0,8,1
28.0,139.0,9,1
28.0,150.0,8,1
28.0,165.0,9,5
28.0,168.0,9,4
28.0,173.0,8,1
28.0,184.0,5,1
28.0,187.0,10,1
28.0,188.0,10,1
28.0,190.0,8,1
28.0,204.0,10,2
28.0,208.0,9,1
28.0,216.0,10,1
28.0,221.0,9,4
28.0,222.0,10,1
28.0,229.0,4,11
28.0,231.0,8,7
28.0,235.0,8,1
28.0,244.0,8,2
28.0,251.0,8,12
28.0,253.0,4,1
28.0,254.0,8,2
28.0,267.0,4,5
28.0,292.0,12,1
28.0,303.0,9,3
28.0,304.0,12,2
28.0,310.0,9,2
28.0,323.0,9,3
28.0,328.0,9,1
28.0,330.0,7,1
28.0,331.0,12,1
28.0,346.0,9,1
28.0,363.0,8,5
28.0,367.0,9,1
28.0,381.0,10,8
28.0,383.0,9,1
28.0,391.0,9,1
28.0,397.0,8,14
28.0,400.0,4,2
28.0,401.0,8,11
28.0,402.0,7,1
28.0,403.0,8,11
28.0,404.0,4,11
28.0,406.0,8,19
28.0,407.0,4,2
28.0,409.0,4,55
28.0,410.0,8,15
28.0,411.0,4,25
28.0,414.0,4,20
28.0,415.0,4,34
28.0,416.0,4,1
28.0,418.0,8,2
28.0,419.0,11,1
28.0,422.0,11,2
28.0,423.0,8,30
28.0,427.0,8,1
28.0,432.0,4,1
28.0,434.0,7,2
28.0,436.0,9,1
28.0,441.0,11,1
28.0,442.0,8,3
28.0,443.0,8,2
28.0,445.0,9,1
28.0,449.0,4,1
28.0,453.0,8,1
28.0,464.0,1,142406
28.0,465.0,9,413
28.0,466.0,1,2444
28.0,467.0,4,7
28.0,468.0,1,6220
28.0,469.0,9,11964
28.0,472.0,9,10
28.0,473.0,4,2
28.0,475.0,9,2540
28.0,476.0,9,810
28.0,477.0,9,2294
28.0,479.0,9,250
28.0,480.0,9,827
28.0,482.0,9,236
28.0,483.0,9,107
28.0,484.0,4,1
28.0,485.0,9,121
28.0,486.0,4,2
28.0,487.0,9,262
28.0,488.0,9,301
28.0,489.0,9,136
28.0,490.0,9,32
28.0,491.0,9,106
28.0,493.0,9,1
28.0,494.0,9,354
28.0,495.0,9,50
28.0,498.0,9,137
28.0,499.0,10,5
28.0,500.0,10,8
28.0,501.0,9,1
28.0,503.0,9,102
28.0,506.0,9,77
28.0,509.0,9,7
28.0,511.0,9,89
28.0,512.0,9,60
28.0,513.0,9,62
28.0,514.0,4,51
28.0,515.0,9,107
28.0,516.0,7,1
28.0,517.0,4,48
28.0,519.0,9,85
28.0,520.0,9,17
28.0,521.0,4,16
28.0,522.0,9,1
28.0,523.0,9,24
28.0,524.0,9,17
28.0,525.0,7,1
28.0,527.0,7,2
28.0,529.0,4,1
28.0,532.0,10,1
28.0,533.0,6,24
28.0,535.0,10,1
28.0,537.0,7,2
28.0,538.0,12,2
28.0,539.0,4,2
28.0,540.0,7,2
28.0,542.0,8,4
28.0,564.0,8,1
28.0,573.0,4,1
28.0,582.0,8,1
28.0,584.0,8,2
28.0,599.0,10,2
28.0,604.0,8,1
28.0,613.0,10,1
28.0,620.0,8,1
28.0,621.0,4,2
28.0,623.0,9,1
28.0,624.0,8,1
28.0,625.0,7,1
28.0,629.0,8,1
28.0,640.0,4,1
28.0,644.0,9,3
28.0,651.0,4,1
28.0,652.0,4,1
28.0,653.0,4,1
28.0,656.0,7,2
28.0,699.0,8,1
28.0,700.0,8,1
28.0,711.0,9,2
28.0,737.0,9,2
28.0,742.0,4,3
28.0,744.0,8,1
28.0,751.0,9,1
28.0,752.0,9,2
28.0,760.0,12,2
28.0,761.0,10,1
29.0,3.0,1,8170
30.0,542.0,1,9421
30.0,544.0,1,205
30.0,545.0,1,181
31.0,0.0,1,2450
31.0,84.0,1,6956
32.0,0.0,3,37705
32.0,2.0,3,5199
32.0,3.0,1,343884
32.0,4.0,9,150
32.0,5.0,9,908
32.0,6.0,9,1441
32.0,7.0,10,2114
32.0,9.0,9,1053
32.0,10.0,9,1669
32.0,11.0,10,1763
32.0,12.0,9,370
32.0,13.0,9,1109
32.0,14.0,9,1463
32.0,15.0,9,1462
32.0,16.0,9,1968
32.0,17.0,2,8016
32.0,18.0,2,6157
32.0,19.0,2,3277
32.0,20.0,2,4172
32.0,21.0,2,5818
32.0,22.0,9,1530
32.0,23.0,9,867
32.0,24.0,2,2490
32.0,25.0,9,51
32.0,26.0,2,15153
32.0,27.0,9,1436
32.0,28.0,9,355
32.0,29.0,9,735
32.0,30.0,9,954
32.0,31.0,2,8594
32.0,33.0,9,827
32.0,34.0,9,2781
32.0,35.0,9,422
32.0,36.0,9,2937
32.0,38.0,9,1791
32.0,39.0,9,425
32.0,40.0,9,1129
32.0,41.0,9,3201
32.0,43.0,9,620
32.0,45.0,9,750
32.0,46.0,9,2492
32.0,47.0,9,736
32.0,48.0,9,826
32.0,49.0,9,569
32.0,50.0,9,1364
32.0,51.0,9,334
